rows;cols;tiles;n_tiles;external_id
16;68;[[6, 1], [12, 1], [13, 1], [10, 2], [11, 2], [13, 2], [5, 3], [13, 3], [13, 4], [6, 5], [9, 5], [10, 5], [8, 7], [10, 7], [11, 7], [13, 7], [12, 8], [12, 9], [13, 9], [13, 11]];20;23246
19;51;[[2, 1], [8, 1], [10, 1], [13, 1], [6, 2], [10, 2], [11, 2], [11, 3], [13, 3], [7, 4], [10, 4], [11, 5], [13, 5], [8, 7], [11, 7], [9, 8], [11, 8], [13, 8], [12, 9], [13, 9]];20;23270
15;55;[[2, 1], [8, 1], [10, 1], [3, 2], [12, 2], [4, 3], [5, 3], [9, 3], [10, 3], [6, 4], [9, 4], [10, 4], [13, 4], [7, 5], [8, 6], [9, 6], [13, 6], [13, 8], [10, 9], [13, 10]];20;23268
20;59;[[2, 1], [3, 2], [12, 2], [6, 3], [8, 3], [6, 4], [9, 4], [10, 4], [11, 4], [9, 5], [12, 5], [8, 6], [13, 6], [8, 7], [13, 7], [10, 8], [11, 9], [13, 10], [12, 11], [13, 11]];20;23251
22;38;[[2, 1], [3, 1], [4, 1], [5, 1], [11, 1], [5, 2], [7, 2], [13, 2], [11, 3], [13, 3], [13, 4], [7, 5], [8, 5], [9, 5], [13, 6], [9, 7], [10, 8], [11, 8], [12, 8], [14, 8]];20;23359
15;83;[[3, 1], [9, 2], [6, 3], [11, 3], [13, 3], [6, 4], [12, 4], [13, 4], [12, 5], [13, 5], [10, 6], [11, 6], [8, 7], [12, 7], [10, 8], [11, 8], [12, 8], [13, 8], [12, 9], [13, 11]];20;23255
27;36;[[2, 1], [5, 1], [10, 1], [14, 1], [11, 2], [15, 2], [8, 3], [9, 3], [11, 3], [14, 3], [5, 4], [12, 4], [6, 5], [7, 5], [14, 5], [7, 6], [13, 7], [13, 8], [13, 11], [15, 12]];20;23405
13;69;[[2, 1], [3, 1], [12, 2], [10, 3], [11, 3], [12, 3], [13, 3], [5, 4], [8, 4], [10, 4], [13, 4], [8, 5], [9, 5], [12, 5], [8, 6], [10, 6], [11, 7], [9, 8], [10, 8], [13, 8]];20;23267
16;59;[[2, 1], [5, 1], [3, 2], [6, 2], [11, 2], [4, 3], [6, 3], [7, 3], [13, 3], [7, 4], [9, 5], [13, 5], [9, 6], [11, 6], [12, 6], [8, 7], [10, 8], [11, 8], [11, 10], [13, 11]];20;23261
16;55;[[2, 1], [7, 1], [13, 1], [4, 2], [6, 2], [9, 2], [13, 2], [4, 3], [6, 3], [5, 4], [7, 4], [11, 4], [9, 5], [7, 6], [13, 6], [12, 7], [10, 8], [12, 8], [13, 9], [13, 10]];20;23262
19;56;[[3, 1], [9, 1], [16, 1], [3, 2], [14, 2], [15, 2], [6, 3], [7, 3], [9, 3], [15, 3], [9, 4], [14, 4], [17, 4], [12, 6], [17, 6], [11, 7], [12, 8], [10, 9], [16, 9], [12, 10]];20;23768
16;64;[[6, 1], [7, 1], [10, 1], [12, 1], [14, 1], [4, 2], [14, 2], [4, 3], [12, 3], [14, 3], [5, 4], [9, 4], [10, 5], [10, 7], [11, 7], [11, 8], [12, 8], [10, 9], [14, 11], [14, 12]];20;23333
24;49;[[2, 1], [7, 1], [6, 2], [7, 2], [10, 2], [12, 2], [7, 3], [6, 4], [9, 4], [11, 4], [12, 4], [13, 5], [10, 6], [10, 8], [12, 8], [11, 9], [12, 9], [13, 9], [13, 11], [13, 12]];20;23269
31;33;[[5, 1], [3, 2], [4, 2], [5, 2], [9, 2], [11, 2], [11, 3], [10, 4], [8, 5], [11, 5], [13, 5], [9, 6], [10, 6], [12, 6], [8, 7], [13, 7], [9, 8], [11, 8], [12, 8], [12, 11]];20;23272
21;46;[[3, 1], [5, 1], [7, 1], [4, 2], [6, 2], [12, 2], [5, 3], [7, 3], [7, 4], [12, 4], [13, 4], [8, 5], [10, 5], [11, 5], [12, 5], [10, 6], [10, 8], [11, 9], [13, 11], [13, 12]];20;23274
31;32;[[2, 1], [5, 1], [6, 1], [5, 2], [10, 2], [10, 3], [14, 3], [5, 4], [9, 4], [10, 4], [6, 5], [7, 5], [14, 5], [9, 6], [14, 6], [12, 7], [14, 7], [10, 8], [10, 9], [13, 12]];20;23400
15;61;[[6, 1], [7, 1], [5, 2], [8, 2], [11, 2], [4, 3], [8, 4], [9, 4], [10, 4], [11, 4], [8, 5], [11, 5], [13, 5], [7, 6], [8, 6], [10, 6], [9, 8], [11, 8], [10, 9], [13, 10]];20;23278
16;71;[[6, 1], [8, 1], [7, 2], [8, 2], [10, 2], [11, 2], [8, 3], [9, 3], [11, 4], [12, 5], [13, 5], [11, 6], [8, 7], [10, 7], [11, 7], [13, 7], [12, 9], [11, 10], [12, 10], [12, 11]];20;23279
15;74;[[9, 1], [10, 1], [8, 2], [11, 2], [13, 2], [4, 3], [7, 3], [10, 3], [7, 4], [11, 5], [12, 5], [7, 6], [8, 6], [11, 7], [9, 8], [14, 8], [10, 9], [13, 9], [12, 10], [13, 11]];20;23281
31;42;[[5, 1], [13, 1], [13, 2], [7, 3], [8, 3], [10, 3], [12, 3], [7, 4], [10, 4], [9, 5], [12, 6], [14, 6], [8, 7], [12, 8], [14, 8], [11, 9], [13, 9], [14, 9], [14, 10], [12, 11]];20;23282
19;48;[[3, 1], [7, 1], [8, 1], [9, 1], [3, 2], [5, 2], [4, 3], [5, 3], [10, 3], [11, 3], [14, 3], [6, 4], [7, 4], [7, 5], [14, 6], [8, 7], [11, 8], [14, 8], [14, 11], [13, 12]];20;23373
19;53;[[7, 1], [10, 1], [4, 2], [5, 2], [6, 2], [10, 2], [14, 2], [16, 2], [5, 3], [9, 3], [14, 3], [6, 4], [8, 4], [14, 4], [7, 5], [14, 6], [15, 6], [14, 9], [14, 11], [15, 13]];20;23560
21;59;[[4, 1], [10, 1], [11, 1], [11, 2], [6, 4], [7, 4], [10, 4], [7, 5], [12, 5], [14, 5], [8, 6], [11, 6], [13, 6], [11, 7], [12, 7], [9, 8], [10, 8], [12, 10], [14, 11], [13, 12]];20;23285
31;37;[[8, 1], [11, 1], [14, 1], [7, 2], [9, 2], [10, 2], [13, 2], [4, 3], [5, 3], [13, 3], [11, 4], [14, 4], [6, 5], [10, 7], [13, 8], [12, 9], [14, 9], [11, 10], [14, 10], [14, 13]];20;23303
30;38;[[2, 1], [13, 1], [14, 1], [16, 1], [7, 2], [9, 3], [8, 4], [16, 4], [17, 4], [6, 5], [7, 5], [12, 5], [14, 5], [12, 6], [13, 6], [14, 6], [9, 7], [10, 7], [11, 8], [16, 15]];20;23670
15;82;[[6, 2], [7, 2], [8, 2], [12, 2], [14, 2], [4, 3], [12, 3], [13, 3], [7, 5], [8, 5], [11, 5], [10, 6], [11, 6], [14, 6], [11, 7], [13, 7], [13, 8], [14, 8], [13, 11], [14, 13]];20;23290
17;71;[[3, 1], [7, 1], [8, 1], [3, 2], [10, 2], [13, 2], [6, 3], [7, 4], [11, 4], [11, 5], [8, 6], [9, 6], [8, 7], [9, 8], [10, 8], [12, 9], [12, 10], [13, 10], [13, 12], [14, 12]];20;23358
24;32;[[3, 1], [5, 1], [6, 1], [13, 1], [3, 2], [5, 2], [6, 2], [12, 2], [13, 2], [14, 2], [5, 3], [8, 3], [10, 3], [11, 3], [8, 6], [12, 7], [10, 8], [11, 8], [10, 9], [13, 11]];20;23292
19;61;[[6, 1], [8, 1], [11, 1], [7, 3], [9, 3], [10, 3], [12, 3], [8, 4], [11, 4], [7, 5], [13, 5], [14, 5], [15, 5], [14, 6], [11, 7], [13, 7], [11, 8], [13, 8], [15, 8], [15, 9]];20;23415
25;53;[[3, 1], [7, 1], [8, 1], [11, 2], [15, 2], [4, 3], [6, 3], [12, 3], [15, 3], [13, 4], [8, 5], [10, 5], [12, 7], [9, 8], [15, 8], [14, 9], [15, 9], [12, 11], [15, 11], [14, 12]];20;23383
17;70;[[3, 1], [9, 1], [13, 1], [14, 1], [16, 1], [10, 2], [13, 2], [14, 2], [9, 3], [12, 3], [16, 4], [7, 5], [9, 5], [7, 6], [16, 6], [13, 7], [16, 8], [16, 9], [13, 11], [15, 14]];20;23516
14;111;[[3, 2], [10, 2], [5, 3], [8, 3], [13, 3], [6, 5], [8, 6], [12, 6], [8, 7], [9, 7], [11, 7], [9, 8], [13, 8], [11, 9], [13, 9], [13, 10], [14, 10], [12, 11], [14, 11], [13, 12]];20;23297
21;61;[[3, 1], [7, 1], [10, 1], [11, 1], [7, 2], [11, 2], [14, 2], [16, 2], [17, 2], [11, 3], [7, 4], [14, 5], [19, 5], [12, 6], [13, 6], [10, 7], [11, 9], [15, 9], [18, 12], [16, 14]];20;23938
22;43;[[2, 1], [6, 1], [12, 1], [6, 2], [14, 2], [15, 2], [7, 3], [8, 3], [9, 3], [13, 3], [14, 3], [10, 4], [6, 5], [12, 5], [15, 5], [10, 7], [10, 8], [13, 8], [14, 8], [12, 11]];20;23449
29;53;[[2, 1], [7, 1], [16, 1], [7, 2], [20, 2], [11, 3], [13, 3], [15, 3], [18, 3], [8, 4], [15, 4], [9, 6], [14, 6], [8, 7], [14, 8], [19, 8], [20, 9], [14, 10], [17, 10], [19, 13]];20;23884
26;45;[[13, 1], [12, 2], [14, 2], [5, 3], [11, 3], [12, 3], [5, 4], [7, 4], [10, 4], [7, 5], [10, 5], [11, 6], [12, 6], [9, 7], [9, 8], [10, 8], [10, 9], [13, 9], [12, 11], [13, 12]];20;23304
15;67;[[3, 1], [4, 1], [6, 1], [10, 1], [5, 2], [10, 2], [12, 2], [13, 3], [9, 4], [14, 4], [10, 5], [14, 5], [8, 6], [11, 6], [12, 6], [8, 7], [12, 7], [12, 8], [14, 8], [13, 11]];20;23305
14;103;[[5, 1], [10, 1], [11, 1], [4, 2], [7, 3], [10, 4], [14, 4], [8, 5], [9, 5], [12, 5], [8, 7], [9, 8], [14, 8], [11, 9], [12, 9], [13, 9], [14, 9], [12, 10], [14, 11], [14, 13]];20;23308
14;62;[[5, 1], [10, 1], [14, 1], [4, 2], [11, 2], [13, 2], [5, 3], [6, 3], [8, 3], [9, 3], [11, 3], [5, 4], [11, 5], [14, 5], [7, 6], [8, 7], [9, 7], [10, 8], [14, 9], [14, 11]];20;23309
21;52;[[3, 1], [7, 1], [8, 1], [6, 2], [9, 2], [6, 3], [7, 3], [12, 3], [13, 3], [14, 3], [9, 4], [10, 4], [12, 4], [9, 5], [14, 5], [14, 6], [12, 9], [12, 11], [13, 11], [14, 13]];20;23311
17;65;[[9, 1], [10, 1], [11, 2], [12, 2], [14, 2], [6, 3], [7, 3], [9, 3], [7, 4], [10, 4], [12, 4], [7, 6], [8, 7], [10, 7], [11, 7], [11, 8], [13, 8], [13, 9], [12, 10], [13, 12]];20;23318
14;86;[[2, 1], [10, 1], [12, 1], [4, 2], [11, 2], [12, 2], [14, 2], [4, 3], [8, 3], [7, 4], [9, 4], [10, 6], [11, 7], [12, 7], [14, 7], [13, 8], [12, 10], [13, 10], [13, 11], [14, 13]];20;23315
18;54;[[4, 1], [8, 1], [9, 1], [14, 2], [5, 3], [6, 3], [7, 4], [9, 4], [12, 4], [13, 4], [6, 5], [8, 5], [9, 5], [10, 5], [13, 5], [8, 6], [9, 7], [14, 8], [13, 10], [13, 11]];20;23316
17;81;[[6, 1], [9, 1], [11, 1], [13, 1], [6, 3], [12, 3], [6, 5], [11, 6], [13, 6], [14, 6], [9, 7], [10, 7], [11, 7], [14, 7], [9, 8], [11, 9], [12, 9], [13, 9], [14, 10], [14, 13]];20;23317
31;40;[[4, 1], [10, 1], [12, 1], [13, 1], [4, 2], [4, 3], [9, 4], [11, 4], [12, 4], [9, 5], [12, 5], [14, 5], [8, 6], [13, 7], [14, 7], [10, 8], [12, 8], [13, 11], [14, 11], [14, 12]];20;23319
24;47;[[6, 1], [7, 1], [9, 1], [10, 1], [11, 1], [7, 2], [5, 3], [6, 3], [8, 3], [5, 4], [8, 4], [10, 4], [7, 6], [9, 7], [10, 8], [14, 8], [11, 10], [15, 11], [14, 12], [14, 13]];20;23434
32;34;[[12, 1], [3, 2], [4, 2], [5, 2], [8, 2], [12, 2], [15, 2], [16, 2], [8, 3], [10, 4], [9, 5], [13, 5], [16, 5], [11, 6], [14, 6], [8, 7], [16, 7], [10, 9], [12, 10], [14, 12]];20;23482
27;52;[[6, 1], [14, 1], [8, 2], [10, 2], [4, 3], [8, 3], [10, 3], [13, 3], [13, 5], [8, 6], [13, 6], [12, 7], [9, 8], [12, 8], [12, 9], [14, 9], [15, 9], [12, 10], [13, 11], [14, 12]];20;23475
18;55;[[3, 1], [12, 1], [13, 1], [3, 2], [4, 2], [8, 2], [12, 2], [13, 2], [4, 3], [13, 3], [9, 4], [10, 5], [9, 6], [14, 6], [11, 7], [12, 7], [14, 7], [9, 8], [12, 9], [14, 12]];20;23325
25;44;[[7, 1], [8, 1], [4, 2], [8, 2], [15, 2], [4, 3], [7, 3], [8, 3], [16, 3], [7, 4], [10, 4], [7, 5], [9, 5], [16, 5], [7, 6], [14, 6], [12, 8], [12, 11], [16, 11], [14, 12]];20;23518
28;46;[[12, 1], [15, 1], [8, 2], [9, 2], [11, 2], [14, 2], [15, 2], [4, 3], [8, 3], [10, 5], [13, 5], [7, 6], [8, 7], [13, 7], [10, 8], [15, 8], [15, 10], [12, 11], [13, 11], [14, 13]];20;23448
16;56;[[2, 1], [6, 1], [3, 2], [4, 2], [8, 2], [14, 2], [7, 3], [8, 3], [10, 3], [11, 3], [9, 4], [9, 5], [12, 5], [9, 6], [12, 6], [9, 7], [11, 7], [12, 8], [11, 9], [12, 10]];20;23331
19;64;[[5, 1], [11, 1], [5, 2], [7, 2], [14, 2], [12, 3], [13, 3], [5, 4], [10, 5], [11, 5], [12, 5], [9, 6], [11, 6], [13, 6], [11, 7], [10, 8], [13, 9], [13, 10], [12, 11], [14, 11]];20;23332
33;33;[[4, 1], [5, 1], [7, 1], [15, 1], [6, 2], [8, 2], [9, 2], [14, 2], [12, 3], [7, 4], [11, 4], [6, 5], [8, 5], [11, 5], [10, 7], [14, 7], [13, 10], [12, 11], [15, 11], [13, 12]];20;23388
26;35;[[6, 1], [8, 1], [10, 1], [12, 1], [14, 1], [7, 2], [8, 2], [13, 2], [4, 3], [8, 3], [11, 4], [13, 4], [9, 6], [11, 6], [10, 7], [12, 7], [14, 7], [10, 8], [11, 8], [12, 11]];20;23337
19;55;[[2, 1], [3, 1], [8, 1], [4, 2], [7, 2], [5, 3], [6, 3], [13, 3], [15, 3], [8, 4], [11, 4], [15, 4], [10, 5], [14, 5], [10, 7], [11, 8], [10, 9], [11, 9], [12, 9], [14, 13]];20;23465
17;66;[[3, 1], [10, 1], [13, 1], [7, 2], [8, 2], [7, 3], [13, 3], [6, 4], [7, 4], [10, 4], [11, 4], [12, 4], [10, 5], [8, 6], [9, 7], [10, 7], [14, 9], [13, 11], [14, 11], [14, 12]];20;23339
25;49;[[4, 1], [6, 2], [11, 2], [13, 2], [8, 3], [12, 3], [13, 3], [8, 4], [11, 4], [13, 4], [8, 5], [11, 5], [13, 5], [10, 6], [9, 7], [10, 9], [12, 10], [13, 10], [13, 11], [14, 12]];20;23340
32;33;[[2, 1], [5, 1], [8, 1], [9, 1], [13, 1], [7, 2], [13, 2], [14, 2], [11, 3], [13, 3], [8, 5], [13, 5], [8, 6], [10, 6], [9, 7], [12, 8], [13, 8], [12, 10], [14, 10], [13, 11]];20;23341
31;34;[[3, 1], [13, 1], [6, 2], [10, 2], [11, 2], [7, 3], [13, 3], [8, 4], [12, 4], [13, 4], [14, 4], [9, 5], [7, 6], [9, 6], [12, 6], [11, 7], [12, 8], [14, 8], [12, 9], [13, 10]];20;23342
28;42;[[8, 1], [9, 1], [16, 1], [6, 2], [15, 2], [6, 3], [9, 3], [11, 3], [6, 4], [13, 4], [15, 4], [7, 5], [12, 5], [13, 5], [16, 7], [9, 8], [12, 10], [13, 10], [15, 10], [13, 11]];20;23513
40;43;[[2, 1], [5, 1], [13, 1], [7, 2], [9, 3], [12, 4], [8, 5], [10, 5], [11, 5], [7, 6], [8, 7], [16, 7], [9, 8], [15, 8], [14, 9], [16, 9], [16, 11], [14, 12], [15, 14], [16, 15]];20;23577
14;85;[[13, 1], [8, 2], [11, 2], [12, 2], [8, 3], [10, 3], [7, 4], [10, 4], [12, 4], [8, 5], [9, 5], [10, 5], [13, 6], [8, 7], [14, 7], [10, 8], [11, 9], [14, 9], [13, 10], [13, 11]];20;23346
17;64;[[2, 1], [3, 1], [4, 1], [5, 1], [11, 2], [8, 3], [9, 3], [13, 3], [12, 4], [11, 5], [13, 5], [7, 6], [11, 6], [13, 6], [10, 7], [13, 7], [12, 8], [13, 8], [13, 9], [13, 10]];20;23347
26;40;[[8, 1], [10, 1], [11, 1], [3, 2], [5, 3], [7, 3], [5, 4], [7, 4], [9, 4], [6, 5], [13, 5], [14, 5], [8, 6], [12, 6], [10, 7], [12, 7], [14, 7], [11, 8], [13, 9], [13, 11]];20;23348
28;44;[[4, 1], [12, 1], [14, 1], [6, 2], [9, 2], [10, 2], [14, 2], [8, 3], [10, 3], [13, 3], [11, 5], [12, 5], [13, 7], [10, 8], [11, 8], [11, 9], [13, 9], [13, 10], [13, 11], [14, 12]];20;23349
25;45;[[4, 1], [7, 1], [11, 1], [6, 2], [10, 2], [6, 3], [14, 3], [7, 4], [9, 4], [11, 4], [13, 4], [13, 5], [7, 6], [11, 6], [8, 7], [9, 8], [11, 8], [14, 10], [14, 11], [14, 12]];20;23351
17;55;[[2, 1], [3, 1], [5, 1], [8, 2], [12, 2], [7, 3], [8, 3], [11, 3], [7, 4], [8, 4], [13, 4], [11, 5], [13, 5], [7, 6], [8, 6], [8, 7], [13, 7], [14, 7], [12, 9], [12, 11]];20;23378
15;85;[[2, 1], [5, 1], [11, 1], [6, 2], [14, 2], [10, 3], [9, 4], [12, 4], [13, 4], [7, 5], [11, 5], [13, 5], [12, 6], [12, 7], [13, 7], [9, 8], [11, 9], [14, 11], [13, 12], [14, 12]];20;23353
26;55;[[8, 1], [13, 1], [3, 2], [8, 3], [10, 3], [12, 3], [8, 5], [10, 5], [11, 5], [12, 5], [8, 6], [11, 6], [8, 7], [11, 7], [11, 10], [13, 10], [13, 11], [14, 11], [13, 12], [14, 12]];20;23354
24;38;[[2, 1], [9, 1], [13, 1], [6, 2], [11, 2], [6, 3], [8, 3], [14, 3], [5, 4], [7, 4], [14, 4], [8, 5], [10, 5], [13, 5], [10, 6], [14, 6], [9, 7], [10, 7], [13, 7], [13, 11]];20;23355
18;65;[[2, 1], [3, 1], [10, 1], [4, 2], [7, 2], [12, 2], [6, 3], [10, 3], [12, 3], [6, 4], [6, 5], [11, 5], [9, 6], [12, 6], [12, 8], [12, 9], [12, 10], [13, 10], [14, 11], [14, 13]];20;23356
19;52;[[7, 1], [8, 2], [13, 2], [8, 3], [9, 3], [12, 3], [5, 4], [6, 4], [8, 4], [10, 4], [14, 4], [8, 5], [13, 5], [9, 6], [9, 7], [10, 8], [11, 8], [12, 8], [13, 8], [10, 9]];20;23360
23;46;[[4, 2], [7, 2], [8, 2], [12, 2], [13, 2], [12, 3], [13, 3], [5, 4], [7, 4], [13, 4], [6, 5], [10, 5], [12, 6], [13, 6], [14, 6], [11, 7], [12, 7], [12, 8], [13, 8], [12, 10]];20;23361
34;34;[[4, 1], [14, 1], [6, 2], [11, 2], [5, 3], [7, 3], [11, 3], [8, 4], [9, 4], [13, 4], [10, 5], [14, 5], [9, 6], [11, 6], [11, 7], [12, 7], [14, 8], [12, 9], [14, 10], [14, 11]];20;23362
26;49;[[14, 1], [5, 2], [8, 3], [9, 3], [11, 3], [7, 4], [8, 4], [10, 4], [13, 4], [6, 5], [7, 5], [14, 6], [12, 7], [10, 8], [12, 8], [14, 8], [13, 9], [14, 9], [11, 10], [14, 10]];20;23364
28;30;[[2, 1], [5, 1], [7, 1], [13, 1], [7, 2], [10, 2], [11, 2], [8, 3], [13, 3], [7, 4], [11, 4], [14, 4], [8, 5], [11, 5], [12, 5], [13, 5], [10, 6], [13, 7], [12, 8], [11, 9]];20;23366
33;39;[[10, 1], [7, 2], [10, 2], [16, 2], [9, 3], [13, 3], [16, 3], [17, 3], [10, 4], [15, 4], [11, 5], [12, 5], [14, 5], [17, 6], [8, 7], [11, 8], [13, 8], [17, 8], [11, 9], [16, 11]];20;23616
35;35;[[6, 1], [9, 2], [9, 3], [7, 4], [8, 4], [9, 4], [12, 4], [10, 5], [11, 5], [7, 6], [10, 6], [10, 7], [11, 7], [12, 7], [14, 7], [11, 8], [12, 8], [14, 8], [10, 9], [12, 9]];20;23368
16;62;[[3, 1], [4, 1], [9, 1], [12, 1], [4, 2], [8, 2], [9, 2], [11, 2], [4, 3], [9, 3], [8, 4], [6, 5], [9, 5], [9, 6], [11, 6], [10, 7], [11, 8], [14, 10], [14, 11], [14, 13]];20;23369
27;45;[[3, 1], [5, 1], [9, 1], [12, 1], [13, 2], [13, 3], [6, 4], [9, 4], [12, 4], [14, 4], [11, 5], [8, 6], [10, 6], [10, 7], [13, 7], [13, 8], [11, 9], [12, 10], [14, 11], [13, 12]];20;23370
17;74;[[3, 1], [6, 1], [8, 1], [6, 2], [7, 2], [4, 3], [11, 3], [6, 4], [13, 4], [8, 5], [12, 6], [12, 7], [14, 7], [11, 8], [12, 8], [13, 8], [10, 9], [12, 9], [12, 11], [14, 13]];20;23372
34;35;[[2, 1], [7, 1], [5, 2], [6, 2], [8, 2], [9, 3], [10, 3], [9, 4], [10, 4], [13, 4], [10, 5], [11, 5], [7, 6], [8, 6], [12, 7], [13, 7], [12, 8], [14, 11], [13, 12], [14, 13]];20;23375
15;54;[[4, 1], [7, 1], [10, 1], [11, 1], [12, 1], [3, 2], [4, 2], [9, 2], [13, 2], [5, 3], [6, 3], [9, 3], [11, 3], [13, 3], [7, 5], [13, 6], [13, 7], [12, 8], [12, 10], [13, 12]];20;23376
26;47;[[5, 1], [9, 1], [5, 3], [7, 3], [7, 4], [13, 4], [6, 5], [7, 5], [8, 5], [8, 6], [9, 6], [12, 6], [13, 6], [14, 6], [15, 6], [12, 7], [11, 8], [12, 8], [15, 10], [13, 11]];20;23385
18;66;[[2, 1], [11, 1], [4, 2], [6, 2], [8, 2], [9, 2], [11, 2], [9, 3], [12, 3], [15, 3], [8, 5], [11, 5], [10, 7], [12, 7], [14, 8], [10, 9], [11, 9], [12, 9], [15, 11], [14, 12]];20;23381
27;53;[[2, 1], [7, 1], [11, 1], [14, 1], [15, 2], [6, 3], [7, 3], [5, 4], [13, 4], [8, 7], [10, 7], [11, 7], [15, 7], [9, 8], [11, 9], [12, 9], [14, 10], [14, 11], [15, 11], [15, 14]];20;23382
31;55;[[14, 1], [7, 2], [10, 2], [15, 2], [12, 3], [6, 5], [8, 5], [7, 6], [11, 6], [12, 7], [9, 8], [10, 8], [14, 8], [12, 9], [13, 9], [14, 9], [14, 11], [14, 12], [14, 13], [15, 14]];20;23384
19;47;[[4, 1], [8, 1], [10, 1], [11, 1], [13, 1], [3, 2], [5, 2], [10, 3], [14, 3], [15, 3], [5, 4], [6, 5], [12, 5], [13, 5], [9, 6], [8, 7], [15, 7], [9, 8], [15, 8], [12, 11]];20;23433
21;67;[[16, 1], [6, 2], [13, 2], [15, 2], [10, 3], [13, 4], [18, 4], [7, 5], [9, 5], [10, 5], [13, 5], [16, 5], [17, 6], [11, 7], [16, 7], [15, 8], [10, 9], [12, 9], [17, 9], [12, 11]];20;23729
35;37;[[5, 1], [14, 1], [4, 2], [6, 2], [9, 2], [11, 2], [12, 2], [14, 2], [4, 3], [8, 3], [11, 3], [11, 4], [10, 6], [14, 7], [11, 9], [15, 10], [13, 11], [14, 11], [15, 11], [14, 13]];20;23389
23;67;[[5, 1], [6, 1], [4, 2], [11, 2], [18, 2], [9, 3], [13, 3], [18, 3], [11, 4], [11, 5], [14, 5], [17, 6], [18, 6], [14, 7], [18, 7], [9, 8], [16, 9], [15, 10], [18, 10], [15, 13]];20;23775
30;36;[[5, 1], [6, 1], [13, 1], [4, 2], [8, 2], [5, 3], [6, 3], [8, 4], [9, 4], [14, 4], [7, 5], [8, 6], [12, 6], [9, 7], [15, 7], [9, 8], [12, 8], [10, 9], [14, 9], [14, 12]];20;23391
23;56;[[2, 1], [5, 1], [13, 1], [14, 1], [14, 2], [15, 2], [5, 3], [9, 3], [13, 3], [5, 4], [13, 4], [7, 5], [11, 6], [14, 7], [10, 9], [12, 9], [13, 9], [14, 11], [15, 12], [15, 13]];20;23392
26;52;[[9, 1], [16, 1], [19, 1], [13, 2], [15, 2], [7, 3], [11, 3], [5, 4], [7, 4], [8, 4], [9, 4], [7, 5], [13, 6], [15, 6], [8, 7], [17, 7], [11, 8], [17, 8], [19, 12], [18, 14]];20;23822
36;47;[[4, 1], [5, 1], [6, 1], [8, 1], [13, 4], [14, 4], [15, 4], [13, 5], [14, 5], [13, 6], [9, 8], [12, 8], [12, 9], [14, 9], [11, 10], [12, 10], [13, 11], [15, 11], [14, 12], [15, 12]];20;23395
24;53;[[8, 1], [4, 2], [10, 2], [9, 3], [13, 3], [17, 3], [11, 4], [15, 4], [7, 5], [11, 5], [12, 5], [16, 6], [18, 6], [10, 7], [11, 7], [13, 7], [14, 7], [11, 8], [15, 8], [13, 9]];20;23772
24;41;[[5, 1], [8, 1], [14, 1], [3, 2], [4, 2], [8, 2], [15, 2], [5, 3], [6, 3], [12, 3], [12, 4], [10, 5], [12, 5], [15, 5], [12, 6], [14, 6], [14, 7], [14, 8], [11, 9], [13, 10]];20;23397
18;67;[[2, 1], [3, 1], [4, 1], [7, 1], [15, 1], [7, 2], [10, 2], [11, 2], [16, 2], [8, 3], [9, 4], [15, 4], [8, 5], [16, 6], [14, 7], [13, 9], [13, 10], [15, 10], [13, 12], [15, 12]];20;23537
23;57;[[2, 1], [6, 1], [4, 2], [6, 2], [13, 2], [5, 4], [8, 4], [10, 4], [6, 5], [15, 5], [8, 6], [12, 6], [9, 7], [10, 7], [12, 8], [11, 10], [12, 10], [12, 11], [14, 11], [15, 13]];20;23403
28;43;[[10, 1], [3, 2], [7, 2], [9, 2], [11, 2], [15, 3], [8, 4], [9, 4], [10, 4], [11, 4], [12, 4], [12, 5], [9, 6], [13, 6], [14, 6], [11, 7], [12, 8], [13, 8], [14, 9], [15, 14]];20;23443
19;70;[[2, 1], [12, 1], [13, 1], [14, 1], [6, 2], [9, 2], [14, 2], [13, 3], [7, 4], [11, 5], [14, 5], [7, 6], [11, 6], [12, 6], [12, 8], [15, 8], [14, 10], [13, 11], [15, 11], [15, 13]];20;23406
22;59;[[5, 1], [8, 1], [10, 1], [8, 2], [10, 2], [5, 3], [8, 3], [8, 4], [9, 4], [8, 5], [12, 5], [13, 5], [14, 5], [15, 6], [14, 7], [12, 8], [12, 9], [14, 11], [13, 12], [15, 13]];20;23468
33;45;[[4, 2], [9, 2], [6, 3], [13, 3], [5, 4], [7, 4], [10, 4], [7, 5], [14, 5], [9, 6], [12, 6], [9, 7], [10, 7], [11, 9], [15, 9], [11, 10], [13, 10], [14, 10], [14, 11], [14, 13]];20;23408
29;52;[[13, 1], [14, 1], [15, 1], [6, 2], [8, 2], [10, 2], [12, 3], [14, 3], [12, 4], [15, 5], [10, 6], [12, 6], [11, 7], [13, 8], [11, 9], [15, 10], [14, 11], [15, 11], [13, 12], [15, 12]];20;23428
26;36;[[8, 1], [10, 1], [14, 1], [8, 2], [13, 2], [5, 3], [12, 3], [6, 4], [7, 4], [9, 4], [13, 4], [7, 5], [9, 5], [11, 5], [13, 5], [15, 5], [15, 6], [12, 7], [10, 9], [12, 11]];20;23411
